datetime,demand_mw,nuclear_mw,wind_mw,solar_new_mw,solar_existing_mw,solar_total_mw,gas_mw,bath_net_mw,na_net_mw,ironair_net_mw,bath_soc_mwh,na_soc_mwh,ironair_soc_mwh,total_storage_soc_pct,curtailment_mwh,unserved_mwh
2045-04-02 08:00:00,20097.354772274142,3178.3,2115.32,7170.437722060726,312.96283866191146,7483.400560722637,0.0,0.0,0.0,7320.334211551504,3000.0,178294.3751150612,2639053.9545015846,42,-0.0,0.0
2045-04-02 09:00:00,20040.201013790327,3178.3,2115.32,10625.811466659781,463.77700338444845,11089.58847004423,0.0,3000.0,0.0,656.9925437460988,0.0,173050.4229057947,2625823.788845051,42,-0.0,0.0
2045-04-02 10:00:00,20064.01507982525,3178.3,2094.3900000000003,48967.775371518896,2137.260593740305,51105.0359652592,0.0,-3000.0,0.0,-33313.710885433946,2400.0,167806.47069652818,2646432.9281089483,42,-0.0,0.0
2045-04-02 11:00:00,20079.7323634083,3178.3,1251.2700000000002,38712.72508124986,1689.6659316196105,40402.39101286947,0.0,-3000.0,0.0,-21752.22864946117,4800.0,162562.51848726167,2655480.5851368727,42,-0.0,0.0
2045-04-02 12:00:00,20021.62604228309,3178.3,1973.39,50303.66769732038,2195.5673067521498,52499.23500407253,0.0,-3000.0,0.0,-34629.298961789435,7200.0,157318.56627799515,2677405.3124771253,42,-0.0,0.0
2045-04-02 13:00:00,19937.32424851946,3178.3,905.7030000000001,59888.40766986975,2613.905425834685,62502.31309570444,0.0,-3000.0,0.0,-43648.991847184974,9600.0,152074.61406872864,2708349.7327027735,43,-0.0,0.0
2045-04-02 14:00:00,19935.419123236665,3178.3,378.48300000000006,59630.724014458174,2602.658496232846,62233.38251069102,0.0,-3000.0,0.0,-42854.746387454354,12000.0,146830.66185946212,2738499.907468691,43,-0.0,0.0
2045-04-02 15:00:00,19971.140222289054,3178.3,204.765,45875.80703700983,2002.3077185422485,47878.11475555208,0.0,-3000.0,0.0,-28290.03953326302,14400.0,141586.7096501956,2754085.3753804173,43,-0.0,0.0
2045-04-02 16:00:00,20112.119493215796,3178.3,295.32000000000005,37826.9104764888,1651.003430949494,39477.9139074383,0.0,-3000.0,0.0,-19839.414414222505,16800.0,136342.7574409291,2761220.218173103,44,-0.0,0.0
2045-04-02 17:00:00,20191.18219245174,3178.3,656.6910000000001,51531.71162101153,2249.1668396199198,53780.878460631444,0.0,-3000.0,0.0,-34424.68726817971,19200.0,131098.80523166258,2782940.333819746,44,-0.0,0.0
2045-04-02 18:00:00,20201.660381507107,3178.3,975.8130000000001,0.0,0.0,0.0,0.0,3000.0,0.0,13047.54738150711,16200.0,125854.85302239607,2759797.724293004,43,-0.0,0.0
2045-04-02 19:00:00,20166.415563775416,3178.3,2115.32,0.0,0.0,0.0,0.0,1800.0,0.0,13072.79556377542,14400.0,120610.90081312956,2736634.9162204466,43,-0.0,0.0
2045-04-02 20:00:00,20205.47063207269,3178.3,2115.32,0.0,0.0,0.0,0.0,3000.0,0.0,11911.850632072688,11400.0,115366.94860386304,2714400.8640932515,42,-0.0,0.0
2045-04-02 21:00:00,20144.50662302329,3178.3,2115.32,0.0,0.0,0.0,0.0,3000.0,0.0,11850.886623023296,8400.0,110122.99639459653,2692215.583173296,42,-0.0,0.0
2045-04-02 22:00:00,19923.512090219203,3178.3,2115.32,0.0,0.0,0.0,0.0,3000.0,0.0,11629.892090219204,5400.0,104879.04418533001,2670207.097879584,42,-0.0,0.0
2045-04-02 23:00:00,19699.659869490926,3178.3,2115.32,0.0,0.0,0.0,0.0,3000.0,0.0,11406.039869490924,2400.0,99635.0919760635,2648377.6943624546,41,-0.0,0.0
2045-04-03 00:00:00,19624.40742082057,3178.3,1586.4900000000002,0.0,0.0,0.0,0.0,0.0,0.0,14859.617420820578,2400.0,94391.13976679699,2623785.4288042616,41,-0.0,0.0
2045-04-03 01:00:00,19549.631253470914,3178.3,1057.66,0.0,0.0,0.0,0.0,0.0,0.0,15313.671253470908,2400.0,89147.18755753047,2598829.920179948,40,-0.0,0.0
2045-04-03 02:00:00,19588.210040447488,3178.3,2115.32,0.0,0.0,0.0,0.0,0.0,0.0,14294.590040447481,2400.0,83903.23534826396,2574689.6765260533,40,-0.0,0.0
2045-04-03 03:00:00,19701.564994773722,3178.3,2115.32,0.0,0.0,0.0,0.0,0.0,0.0,14407.944994773716,2400.0,78659.28313899745,2550458.7489086976,39,-0.0,0.0
2045-04-03 04:00:00,19873.026270225164,3178.3,2115.32,0.0,0.0,0.0,0.0,2400.0,0.0,12179.406270225169,0.0,73415.33092973093,2528010.6522709806,39,-0.0,0.0
2045-04-03 05:00:00,20068.777893032235,3178.3,2115.32,0.0,0.0,0.0,0.0,-0.0,0.0,14775.157893032243,0.0,68171.37872046442,2503485.954335018,38,-0.0,0.0
2045-04-03 06:00:00,20151.65084283377,3178.3,2115.32,30504.436899626075,1331.4047947893582,31835.841694415434,0.0,-600.0,0.0,-16377.810851581664,0.0,62927.426511197904,2507159.193565063,38,-0.0,0.0
2045-04-03 07:00:00,20134.98099660932,3178.3,2115.32,90192.37531978141,3936.5604862442265,94128.93580602563,0.0,-3000.0,-12764.716701732577,-63522.858107683736,2400.0,70448.19100366396,2557977.48005121,39,-0.0,0.0
2045-04-03 08:00:00,20063.06251718385,3178.3,2115.32,106090.77420294803,4630.466247303572,110721.2404502516,0.0,-3000.0,-29428.93982538401,-63522.858107683736,4800.0,94633.17861978145,2608795.766537357,40,-0.0,0.0
2045-04-03 09:00:00,19971.140222289054,3178.3,2115.32,108231.45556994625,4723.898997611859,112955.35456755811,0.0,-3000.0,-31754.976237585324,-63522.858107683736,7200.0,121144.20264810027,2659614.053023504,42,-0.0,0.0
2045-04-03 10:00:00,19909.22365059825,3178.3,2115.32,105399.8644826962,4600.310617244355,110000.17509994055,0.0,-3000.0,-28861.713341658564,-63522.858107683736,9600.0,144761.9637804923,2710432.339509651,43,-0.0,0.0
