datetime,demand_mw,nuclear_mw,wind_mw,solar_new_mw,solar_existing_mw,solar_total_mw,gas_mw,bath_discharge_mw,bath_charge_mw,bath_soc_mwh,na_discharge_mw,na_charge_mw,na_soc_mwh,ironair_discharge_mw,ironair_charge_mw,ironair_soc_mwh,curtailment_mwh,unserved_mwh
2030-04-01 00:00:00,15522.801519352393,3178.3,2115.32,0.0,0.0,0.0,10229.181519352394,0.0,0.0,12000.0,0.0,0.0,15241.894118897628,-0.0,0.0,-0.0,0.0,0.0
2030-04-01 01:00:00,15349.882166075342,3178.3,2115.32,0.0,0.0,0.0,10056.262166075343,0.0,0.0,12000.0,0.0,0.0,15241.894118897628,-0.0,0.0,-0.0,0.0,0.0
2030-04-01 02:00:00,15284.83540000617,3178.3,2115.32,0.0,0.0,0.0,1910.584027040295,3000.0,0.0,9000.0,5080.631372965876,0.0,10161.262745931752,-0.0,0.0,-0.0,0.0,0.0
2030-04-01 03:00:00,15292.511726436693,3178.3,2115.32,0.0,0.0,0.0,1918.2603534708178,3000.0,0.0,6000.0,5080.631372965876,0.0,5080.631372965876,-0.0,0.0,-0.0,0.0,0.0
2030-04-01 04:00:00,15447.654323769377,3178.3,2115.32,0.0,0.0,0.0,10154.034323769378,0.0,0.0,6000.0,0.0,0.0,5080.631372965876,-0.0,0.0,-0.0,0.0,0.0
2030-04-01 05:00:00,15710.669508309937,3178.3,2115.32,0.0,0.0,0.0,2336.4181353440617,3000.0,0.0,3000.0,5080.631372965876,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2030-04-01 06:00:00,15862.983985378742,3178.3,2115.32,56.504551190089984,20.502065806878917,77.0066169969689,10492.357368381774,0.0,0.0,3000.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2030-04-01 07:00:00,16107.414379613827,3178.3,2115.32,900.1827922870618,326.62159873815943,1226.8043910252213,9586.989988588606,0.0,0.0,3000.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2030-04-01 08:00:00,16262.152959765954,3178.3,2115.32,2589.341319704572,939.5145172370546,3528.855836941627,7439.677122824329,0.0,0.0,3000.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2030-04-01 09:00:00,16309.422969890755,3178.3,2115.32,4266.305227416081,1547.9827497516087,5814.28797716769,5201.514992723066,0.0,0.0,3000.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2030-04-01 10:00:00,16346.592550501711,3178.3,2115.32,6691.735810838534,2428.024027560485,9119.759838399019,0.0,1933.2127121026933,0.0,1066.7872878973067,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
2030-04-01 11:00:00,16380.125976487681,3178.3,2115.32,8591.45334220459,3117.31600532562,11708.76934753021,0.0,0.0,0.0,1066.7872878973067,0.0,622.2633710425271,560.0370339382744,-0.0,0.0,-0.0,0.0,0.0
