datetime,demand_mw,nuclear_mw,wind_mw,solar_new_mw,solar_existing_mw,solar_total_mw,gas_mw,bath_discharge_mw,bath_charge_mw,bath_soc_mwh,na_discharge_mw,na_charge_mw,na_soc_mwh,ironair_discharge_mw,ironair_charge_mw,ironair_soc_mwh,curtailment_mwh,unserved_mwh
2040-04-01 00:00:00,18664.424296563506,3178.3,2115.32,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13370.804296563507,0.0,75644.6283966874,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 01:00:00,18472.106386998264,3178.3,2115.32,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13178.486386998266,0.0,62466.14200968914,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 02:00:00,18399.7625004562,3178.3,2115.32,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13106.1425004562,0.0,49359.99950923293,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 03:00:00,18408.299977749986,3178.3,2115.32,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13114.679977749987,0.0,36245.31953148295,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 04:00:00,18580.84688726646,3178.3,2115.32,0.0,0.0,0.0,0.0,3000.0,0.0,9000.0,10287.22688726646,0.0,25958.09264421649,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 05:00:00,18873.367819806117,3178.3,2115.32,0.0,0.0,0.0,0.0,357.9544834127573,0.0,8642.045516587243,13221.793336393363,0.0,12736.299307823127,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 06:00:00,19042.769342951196,3178.3,2115.32,232.56710259893902,19.49972248439845,252.06682508333748,0.0,3000.0,0.0,5642.045516587243,10497.082517867859,0.0,2239.216789955268,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 07:00:00,19314.620593621687,3178.3,2115.32,3705.0626790633064,310.65311138878985,4015.7157904520964,4766.0680132143225,3000.0,0.0,2642.0455165872427,2239.216789955268,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 08:00:00,19486.718162227964,3178.3,2115.32,10657.4708705769,893.581775063822,11551.052645640722,0.0,2642.0455165872427,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 09:00:00,19539.291048721265,3178.3,2115.32,17559.68722244948,1472.302075075017,19031.9892975245,0.0,0.0,0.0,-0.0,0.0,4786.31824880323,4307.686423922907,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 10:00:00,19580.63041245959,3178.3,2115.32,27542.517834514303,2309.3182496270824,29851.836084141385,0.0,0.0,0.0,-0.0,0.0,15564.825671681796,18316.029528436524,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 11:00:00,19617.92570800612,3178.3,2115.32,35361.56590623316,2964.91083252829,38326.47673876145,0.0,0.0,0.0,0.0,0.0,24002.17103075533,39917.98345611632,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 12:00:00,19623.31779892851,3178.3,2115.32,40380.68335095574,3385.741621556402,43766.42497251214,0.0,0.0,1097.209421742748,877.7675373941984,0.0,28339.517751840893,65423.54943277313,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 13:00:00,19632.753958042693,3178.3,2115.32,45507.19976987718,3815.5773393495183,49322.7771092267,0.0,0.0,3000.0,3277.7675373941984,0.0,28339.517751840893,90929.11540942993,0.0,-0.0,-0.0,3644.12539934312,0.0
2040-04-01 14:00:00,19666.00518539743,3178.3,2115.32,42832.817704703295,3591.3422368549273,46424.159941558224,0.0,0.0,3000.0,5677.767537394198,0.0,28339.517751840893,116434.68138608673,0.0,-0.0,-0.0,712.2570043199048,0.0
2040-04-01 15:00:00,19677.238708152407,3178.3,2115.32,14484.110582393223,1214.4285826919665,15698.539165085189,0.0,0.0,0.0,5677.767537394198,0.0,1314.9204569327812,117618.10979732622,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 16:00:00,19645.335503528266,3178.3,2115.32,5677.558486016695,476.03815685482954,6153.596642871524,0.0,0.0,0.0,5677.767537394198,8198.118860656743,0.0,109419.99093666948,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 17:00:00,19581.978435190187,3178.3,2115.32,2142.8797228698213,179.67098289677364,2322.550705766595,11965.807729423592,0.0,0.0,5677.767537394198,0.0,0.0,109419.99093666948,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 18:00:00,19537.04434417027,3178.3,2115.32,0.0,0.0,0.0,12224.0,0.0,0.0,5677.767537394198,2019.424344170271,0.0,107400.5665924992,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 19:00:00,19553.66995784764,3178.3,2115.32,0.0,0.0,0.0,12224.0,0.0,0.0,5677.767537394198,2036.049957847641,0.0,105364.51663465156,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 20:00:00,19674.992003601412,3178.3,2115.32,0.0,0.0,0.0,12224.0,0.0,0.0,5677.767537394198,2157.372003601413,0.0,103207.14463105015,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 21:00:00,19641.740776246676,3178.3,2115.32,0.0,0.0,0.0,11243.719101798459,0.0,0.0,5677.767537394198,3104.401674448218,0.0,100102.74295660193,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 22:00:00,19370.78820739658,3178.3,2115.32,0.0,0.0,0.0,0.0,0.0,0.0,5677.767537394198,14077.168207396582,0.0,86025.57474920535,-0.0,0.0,-0.0,0.0,0.0
2040-04-01 23:00:00,19057.597592987768,3178.3,2115.32,0.0,0.0,0.0,0.0,0.0,0.0,5677.767537394198,13763.977592987769,0.0,72261.59715621758,-0.0,0.0,-0.0,0.0,0.0
2040-04-02 00:00:00,18725.53466035059,3178.3,2115.32,0.0,0.0,0.0,12224.0,0.0,0.0,5677.767537394198,1207.9146603505906,0.0,71053.68249586699,-0.0,0.0,-0.0,0.0,0.0
2040-04-02 01:00:00,18545.34895536073,3178.3,2115.32,0.0,0.0,0.0,0.0,0.0,0.0,5677.767537394198,13251.72895536073,0.0,57801.95354050626,-0.0,0.0,-0.0,0.0,0.0
2040-04-02 02:00:00,18340.000159399715,3178.3,2115.32,0.0,0.0,0.0,0.0,0.0,0.0,5677.767537394198,13046.380159399716,0.0,44755.573381106544,-0.0,0.0,-0.0,0.0,0.0
2040-04-02 03:00:00,18320.22915935095,3178.3,2115.32,0.0,0.0,0.0,0.0,0.0,0.0,5677.767537394198,13026.609159350952,0.0,31728.964221755592,-0.0,0.0,-0.0,0.0,0.0
2040-04-02 04:00:00,18437.95647782313,3178.3,2115.32,0.0,0.0,0.0,0.0,0.0,0.0,5677.767537394198,13144.33647782313,0.0,18584.627743932462,-0.0,0.0,-0.0,0.0,0.0
2040-04-02 05:00:00,18659.93088746151,3178.3,2115.32,0.0,0.0,0.0,12224.0,1142.31088746151,0.0,4535.456649932688,0.0,0.0,18584.627743932462,-0.0,0.0,-0.0,0.0,0.0
